"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes"
"301","011701377","Monograph","Language material ; Text","Online resource","","","Devlin, Judith Edina","","person","","Devlin, Judith Edina [person]","The place of the supernatural in the traditional culture of rural France in the nineteenth century","","","","","","University of Oxford","1985","","","359702","Religion ; Folklore ; Anthropology ; Witchcraft ; Philosophy","","",""
"301","018986038","Monograph","Language material ; Text","Online resource","GBB8D9344","9781317517207 ; 9781317517214","Greenwood, Susan","","person","author","Greenwood, Susan, author [person] ; Goodwyn, Erik D., author [person]","Magical consciousness : an anthropological and neurobiological approach","","Routledge studies in anthropology","","England ; United States of America","New York","Routledge","2016","","1 online resource (160 pages)","ELD.DS.312529","SOCIAL SCIENCE--Regional Studies ; Consciousness--Miscellanea ; SOCIAL SCIENCE--Anthropology--General ; Applied anthropology ; Magic ; SOCIAL SCIENCE--Sociology--General","","English",""
"301.01","013829762","Monograph","Language material ; Text","Volume","GBA769534","9780226069906 ; 9780226069913","Bracken, Christopher","","person","","Bracken, Christopher [person]","Magical criticism : the recourse of savage philosophy","","","","England ; United States of America","Bristol ; Chicago, Illinois","University Presses Marketing ; University of Chicago Press","2007","","ix, 266 pages, 24 cm","YC.2008.a.8101 ; m07/.28499","Philosophy and civilization ; Ethnophilosophy--History ; Magical thinking ; Semiotics","","English",""
"301.21","007394365","Monograph","Language material ; Text","Volume","GB7835083","9780710018380","","","","","Middleton, John, 1921-2009 [person] ; Beattie, John Hugh Marshall [person] ; Winter, Edward Henry [person]","Witchcraft and sorcery in East Africa","","","","England","London","Routledge & Kegan Paul","1978","","ix, 302 pages, 2 illustrations, 23 cm","X.529/32614","Anthropology--Africa, East ; East Africa--Witchcraft ; Witchcraft--Africa, East","","English","Originally published: 1963 ; bibliography: p.25-26. _ Includes index"
"301.21","008164718","Monograph","Language material ; Text","Volume","","9783871183324","Adler, Max K.","","person","","Adler, Max K. [person]","Naming and addressing : a sociolinguistic study","","","","Germany","Hamburg","Buske","1978","","281 pages, 22 cm","82/07654 ; X:989/78583","Sociolinguistics ; Names, Personal ; Magic ; Forms of address ; Euphemism ; Taboo, Linguistic","","English",""
"301.21","008738415","Monograph","Language material ; Text","Volume","GB7631491","9780292750319","","","","","Middleton, John, 1921-2009 [person]","Magic, witchcraft, and curing","","Texas Press sourcebooks in anthropology","7 [Texas Press sourcebooks in anthropology]","England","Austin ; London","University of Texas Press","1976","","1, xi, 346 pages, illustrations, 1 map, 22 cm","X.519/26189","Magic & witchcraft ; Witchcraft--Addresses, essays, lectures ; Magic--Addresses, essays, lectures","","English","Originally published: Garden City, N.Y. : Natural History Press, 1967 ; bibliography: p.321-330. _ Includes index"
"301.21","008753319","Monograph","Language material ; Text","Volume","GB8025091","9780521223171 ; 9780521297875","Favret-Saada, Jeanne","","person","","Favret-Saada, Jeanne [person]","Deadly words : witchcraft in the Bocage","Les mots, la mort, les sorts. English","","","England","Cambridge","Cambridge University Press","1980","","vii, 273 pages, illustrations, 24 cm","X.800/29454","Witchcraft--France ; North-western France--Bocage regions--Witchcraft","","English",""
"301.21","009400435","Monograph","Language material ; Text","Volume","GB8107123","9780313220746","Scott, Gini Graham","","person","","Scott, Gini Graham [person]","Cult and countercult : a study of a spiritual growth group and a witchcraft order","","Contributions in sociology","number 38 [Contributions in sociology]","England","London ; Westport, Connecticut","Greenwood","1980","","xi, 213 pages, illustrations, 22 cm","3461.440000 ; X.200/34828","United States--Religious cults--Inner Peace Movement ; Witchcraft ; United States--Witchcraft--Organisations ; Cults","","English","bibliography: p203-209. - Includes index"
"301.21","009457324","Monograph","Language material ; Text","Volume","GB7832727","9780855274566","Peters, Edward","1936-","person","","Peters, Edward, 1936- [person]","The magician, the witch and the law","","","","England","Hassocks","Harvester","1978","","xviii, 216 pages, 24 cm","78/29439 ; X.800/27475 ; X28/6563","Magic & witchcraft--1000-1500--Social aspects ; Magic--History ; Witchcraft--History","","English","Includes index"
"301.21","009921505","Monograph","Language material ; Text","Volume","GB7602895","9780140801552","","","","","Marwick, Max Gay [person]","Witchcraft and sorcery : selected readings","","Penguin Education ; Penguin modern sociology readings","","England","Harmondsworth","Penguin","1975","","416 pages, 18 cm","X.519/25418","Witchcraft ; Anthropology--Addresses, essays, lectures ; Witchcraft--Addresses, essays, lectures","","English","Originally published: 1970 ; bibliography: p.383-385. _ Includes index"
"301.21","010321616","Monograph","Language material ; Text","Volume","GB7223860","9780710073389","Mauss, Marcel","1872-1950","person","","Brain, Robert, 1933- [person] ; Mauss, Marcel, 1872-1950 [person]","A general theory of magic","Theórie de la magie","","","England","London","Routledge & K. Paul","1972","","5, 148 pages, 23 cm","72/9738","Magic ; Magic--Sociological perspectives","","English","Includes index ; Translation of 'Théorie de la magie'. Originally published in 'Sociologie et anthropologie'/par Marcel Mauss. Paris: Presses universitaires de France, 1950"
"301.21","011971404","Monograph","Language material ; Text","Volume","GB7703382","9780674785250 ; 9780674785267","Boyer, Paul S.","","person","","Nissenbaum, Stephen [person] ; Boyer, Paul S. [person]","Salem possessed : the social origins of witchcraft","","","","England","Cambridge, Massachusetts ; London","Harvard University","1976","","xxi, 231 pages, illustrations, 1 facsimile, genealogical tables, maps, 22 cm","74/10879 ; X.519/26421","Massachusetts--Salem--Witchcraft--Social aspects--ca 1640-ca 1700 ; Witchcraft--Social aspects--Salem, Mass","","English","Includes index ; Originally published: Cambridge, Mass. : Harvard University Press, 1974"
"301.21","011972627","Monograph","Language material ; Text","Volume","","9780682491969","Rodman, Julius Scammon","","person","","Rodman, Julius Scammon [person]","The Kahuna sorcerers of Hawaii, past and present : with a glossary of ancient religious terms and the books of the Hawaiian royal dead","","","","United States of America","Hicksville, New York","Exposition","1979","","xvi, 399 pages, 32 pages of plates, portraits, 24 cm","85/27148 ; X.800/32549","Hawaii--Witchcraft--to date ; Hawaii--Religion ; Witchcraft--Hawaii","","English",""
"301.21","012605898","Monograph","Language material ; Text","Volume","GB7619629","9780198740292","Evans-Pritchard, E. E. (Edward Evan)","1902-1973","person","","Gillies, Eva [person] ; Evans-Pritchard, E. E. (Edward Evan), 1902-1973 [person]","Witchcraft, oracles, and magic among the Azande","","","","England","Oxford","Clarendon","1976","New edition, abridged with an introduction by Eva Gillies","xxxiii, 265 pages, 22 cm","X.100/16369","Witchcraft--Equatoria, Sudan ; Sudan--Equatoria--Azande--Magic & witchcraft--ca 1925-ca 1930 ; Magic--Equatoria, Sudan","","English","Previous edition: 1937"
"301.2967","007000628","Monograph","Language material ; Text","Volume","GB6309385","","","","","","Middleton, John, 1921-2009 [person] ; Beattie, John [person] ; Winter, E. H. (Edward Henry) [person]","Witchcraft and sorcery in East Africa","","","","England ; United Kingdom","London","Routledge & K. Paul","1963","","ix, 302 pages, illustrations, 23 cm","8636.aa.22 ; L63/1477","Witchcraft--Africa, East","","English",""
"301.51","009683649","Monograph","Language material ; Text","Volume","GB7129004","9780582103764","Cleverley, Graham","","person","","Cleverley, Graham [person] ; Jensen, John, 1930- [person]","Managers and magic","","","","England","Harlow","Longman","1971","","viii, 245 pages, illustrations, 21 cm","74/23495","Magic ; Management ; Business firms--Management--Sociological perspectives--Humorous treatments ; Executives","","English",""
"301.58","009400435","Monograph","Language material ; Text","Volume","GB8107123","9780313220746","Scott, Gini Graham","","person","","Scott, Gini Graham [person]","Cult and countercult : a study of a spiritual growth group and a witchcraft order","","Contributions in sociology","number 38 [Contributions in sociology]","England","London ; Westport, Connecticut","Greenwood","1980","","xi, 213 pages, illustrations, 22 cm","3461.440000 ; X.200/34828","United States--Religious cults--Inner Peace Movement ; Witchcraft ; United States--Witchcraft--Organisations ; Cults","","English","bibliography: p203-209. - Includes index"
"302.120968","015604730","Monograph","Language material ; Text","Volume","","9789171066497","","","","","Haram, Liv, 1956- [person] ; Yamba, C. Bawa [person]","Dealing with uncertainty in contemporary African lives","","","","Sweden","Uppsala","Nordiska Afrikainstitutet","2009","","226 pages, illustrations, map, 22 cm","YD.2010.a.13258","Witchcraft--Tanzania--Congresses ; Tanzania--Social conditions--Congresses ; Risk--Sociological aspects--Congresses","Congress","English","'... based on the conference 'Uncertainty in contemporary African lives', held at the manuscript Training Centre for Development Co-operation outside Arusha town, in Tanzania, 9-11 April 2003'--P. 7"
"302.17","016628801","Monograph","Language material ; Text","Volume","GBB417935","9780786478880","Bartholomew, Robert E.","","person","","Bartholomew, Robert E. [person] ; Rickard, Robert J. M. [person]","Mass hysteria in schools : a worldwide history since 1566","","","","United States of America","Jefferson, North Carolina","McFarland","2014","","volumes, 229 pages, 23 cm","YC.2014.a.16334","Education--Psychological aspects ; Hysteria (Social psychology) ; Psychoanalysis and education ; Education--History ; Educational sociology ; Witchcraft","","English",""
"302.2223","010731694","Monograph","Language material ; Text","Volume","GB9867400","9780752221090","Morrison, Sarah Lyddon","","person","","Morrison, Sarah Lyddon [person]","Modern witch's book of symbols","Book of symbols","","","England","London","Boxtree","1998","","ix, 174 pages, 22 cm","YK.2000.a.785","Symbolism--Dictionaries ; Occultism--Dictionaries ; Witchcraft--Dictionaries ; Signs and symbols--Dictionaries","Dictionary","English","Originally published: Secaucus, New Jersey : Citadel Press, 1997 ; book of symbols"
"302.22440986615","006926809","Monograph","Language material ; Text","Volume","GBA3W0829","9780813341514","Wogan, Peter","","person","","Wogan, Peter [person]","Magical writing in Salasaca : literacy and power in highland Ecuador","","","","United States of America","Boulder, Colorado ; Oxford","Westview","2004","","xv, 175 pages, illustrations, 1 map, 23 cm","YC.2005.a.12438 ; m04/14114","Quechua Indians--Ecuador--Salasaca--Social conditions ; Salasaca (Ecuador)--Social conditions ; Ecuador--Ethnic relations ; Indian magic--Ecuador--Salasaca ; Literacy--Social aspects--Ecuador","","English",""
"302.22440986615","018857295","Monograph","Language material ; Text","Online resource","GBB888717","9780429978746","Wogan, Peter","","person","","Wogan, Peter [person]","Magical writing in Salasaca : literacy and power in highland Ecuador","","","","","","Routledge","2018","","1 online resource (192 pages)","ELD.DS.280943","Quechua Indians--Ecuador--Salasaca--Social conditions ; Salasaca (Ecuador)--Social conditions ; Ecuador--Ethnic relations ; Indian magic--Ecuador--Salasaca ; Literacy--Social aspects--Ecuador","","English",""
